Navn,Adresse,Status,Takster,Type,Pladser,Kapacitet,Kontaktperson,Email,Telefon,Årsomsætning,Overskud,Lønomkostninger_Administrativt,Lønomkostninger_Personale,Omkostninger_til_ikke_fastansat_personale,Soliditetsgrad,Procentmæssigt_overskud_i_forhold_til_omsætningen,Samlede_lønomkostninger_i_forhold_til_omsætningen,Ejendomsomkostninger_i_forhold_til_omsætningen,Personalegennemstrømningen_på_tilbuddet,Virksomhedsform,CVR,Virksomhedens_navn,Tilsynsførende_myndighed,Driftsherre,latitude,longitude,kommune
Specialområde Hjerneskade - Josiassens Vej,"N P Josiassens Vej 8
    

    8500 Grenaa","Godkendt
        29-04-2024",605 - 2.570 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
            
        
            
                Aktivitets- og samværstilbud, § 104","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
                
            
                
                    8 - Aktivitets- og samværstilbud, § 104","8 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 8 pladser forbeholdt beboere på botilbuddet",Lone Jeppesen,loojep@rm.dk,20185704,,,,,,,,,,,Region,29190925,Region Midtjylland,5798002762259,Tilbuddet selv,56.413239,10.886417,Norddjurs Kommune
Værksted Strandby (Botilbud på Tværs ApS),"Løgstørvej 31
    

    9640 Farsø","Godkendt
        26-05-2025","295,74 - 788 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Beskyttet beskæftigelsestilbud, § 103","12 - Aktivitets- og samværstilbud, § 104
                
            
                
                    0 - Beskyttet beskæftigelsestilbud, § 103","0 pladser -
                Kontakt afdelingen om ledige pladser",Kristian Virenfeldt,kristian@tvaers.com,22685301,86.989.942 kr.,2.543.672 kr.,3.793.523 kr.,64.962.196 kr.,1.030.682 kr.,"27,5 %","2,92 %","84,31 %","2,94 %","26,2 %",Anpartsselskab,29316279,Botilbud på Tværs ApS,Socialtilsyn Nord,Tilbuddet selv,56.792559,9.213845,Vesthimmerlands Kommune
"samværdtilbud, arbejdstilbud om dagen samt samværstilbud om aftenen (Lynghuset)","Kirke Værløsevej 36
    

    3500 Værløse","Godkendt
        21-12-2021",389 - 389 kr.,"Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","22 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    35 - Aktivitets- og samværstilbud, § 104","35 pladser -
            ingen ledige",Jacob Arnstrup,jara@furesoe.dk,72165053,,,,,,,,,,,Primærkommune,29188327,Furesø Kommune,Furesø Kommune,Tilbuddet selv,55.782394,12.360012,Furesø Kommune
§103/104 Det skæve folkekøkken (Fonden Det Private Botilbud),"Hovedgaden 18
    

    4270 Høng","Godkendt
        04-03-2025","1.659,96 - 2.833,38 kr.","Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","2 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    2 - Aktivitets- og samværstilbud, § 104","2 pladser -
                Kontakt afdelingen om ledige pladser",Søren Olsen,soeren.o@detprivatebotilbud.dk,30521720,46.927.877 kr.,3.046.492 kr.,1.671.597 kr.,33.861.556 kr.,0 kr.,"33,7 %","6,49 %","81,25 %","3,9 %","1,4 %",Øvrige virksomhedsformer,27863973,Fonden Det Private Botilbud,Socialtilsyn Øst,Tilbuddet selv,55.508774,11.288004,Kalundborg Kommune
A-hus Sofiegården (Marjatta Værksteder og A-huse),"Holmevej 26B
    

    4700 Næstved","Godkendt
        18-07-2024","433,12 - 1.789,7 kr.","Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","0 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    35 - Aktivitets- og samværstilbud, § 104","35 pladser -
            ingen ledige",Kristoffer Stephan Petersen,kspr@marjatta.dk,60809125,,,,,,,,,,,Fonde og andre selvejende institutioner,67278712,Driftsfonden Marjatta,5798001865289,Tilbuddet selv,55.209232,11.849376,Næstved Kommune
"Askovhus - Behandling af spiseforstyrrelse, personlighedsforstyrrelse og selvskade","Åboulevard 40
    

    2200 København N","Godkendt
        31-01-2025","1.686,67 - 6.493,4 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbud til midlertidige ophold, § 107","29 - Aktivitets- og samværstilbud, § 104
                
            
                
                    26 - Botilbud til midlertidige ophold, § 107","29 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 26 pladser forbeholdt beboere på botilbuddet",Line Sidenius,lks@askovhus.dk,35301745,,,,,,,,,,,Anpartsselskab,33637926,ASKOVHUS ApS,Socialtilsyn Hovedstaden,Tilbuddet selv,55.684985,12.554076,Københavns Kommune
Blindes Arbejde Aarhus (Blindes Arbejde),"Frederiksgade 74, st.  th
    

    8000 Aarhus C","Godkendt
        26-10-2023","394,96 - 752,71 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Beskyttet beskæftigelsestilbud, § 103","1 - Aktivitets- og samværstilbud, § 104
                
            
                
                    5 - Beskyttet beskæftigelsestilbud, § 103","5 pladser -
                Kontakt afdelingen om ledige pladser",Kristin Espedal,ba@blindes-arbejde.dk,38343388,,,,,,,,,,,Erhvervsdrivende fond,78069112,DEN ERHVERVSDRIVENDE FOND BLINDES ARBEJDE,Københavns Kommune,Tilbuddet selv,,,
Blindes Arbejde København K (Blindes Arbejde),"Valkendorfsgade 3
    

    1151 København K","Godkendt
        26-10-2023","394,96 - 752,71 kr.","Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","4 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    1 - Aktivitets- og samværstilbud, § 104","4 pladser -
                Kontakt afdelingen om ledige pladser",Kristin Espedal,ba@blindes-arbejde.dk,38343388,,,,,,,,,,,Erhvervsdrivende fond,78069112,DEN ERHVERVSDRIVENDE FOND BLINDES ARBEJDE,Københavns Kommune,Tilbuddet selv,55.680232,12.578194,Københavns Kommune
Café Parasollen,"Grundtvigsvej 4
    

    8260 Viby J","Godkendt
        11-02-2022",0 - 0 kr.,"Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","8 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    50 - Aktivitets- og samværstilbud, § 104","50 pladser -
                Kontakt afdelingen om ledige pladser",Allan Majholm,amj@kfumsoc.dk,86117703,,,,,,,,,,,Øvrige virksomhedsformer,17768301,CAFE PARASOLLEN VIBY,Aarhus Kommune,Tilbuddet selv,56.129019,10.165448,Aarhus Kommune
"Center for Autisme; AVA, beskyttet beskæftigelse/dagaktivitetstilbud","Herlev Hovedgade 199
    

    2730 Herlev","Godkendt
        03-12-2024","887,22 - 1.032,06 kr.","Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","35 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    15 - Aktivitets- og samværstilbud, § 104","15 pladser -
                Kontakt afdelingen om ledige pladser",Susanne Haals,SRY@incita.dk,26348899,,,,,,,,,,,Erhvervsdrivende fond,66946819,INCITA,5790002333361,Tilbuddet selv,55.72468,12.423298,Herlev Kommune
Dagtilbud Gimle (Dagtilbud),"Baldersvej 11
    

    9900 Frederikshavn","Godkendt
        27-04-2016",391 - 391 kr.,"Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","20 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    80 - Aktivitets- og samværstilbud, § 104","80 pladser -
                Kontakt afdelingen om ledige pladser",Helle Skovgaard Mortensen,hsmo@frederikshavn.dk,23826014,,,,,,,,,,,Primærkommune,29189498,Frederikshavn Kommune,5798003516790,Tilbuddet selv,57.431084,10.496027,Frederikshavn Kommune
Dagtilbuddet Aktive Unge,"Torupvejen 19A, st.  th
    

    3390 Hundested","Godkendt
        21-11-2023","676,84 - 1.725,04 kr.","Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","1 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    7 - Aktivitets- og samværstilbud, § 104","7 pladser -
                Kontakt afdelingen om ledige pladser",Helle Flora Hasfeldt,aktive_unge@protonmail.com,50466290,,,,,,,,,,,Interessentskab,40551093,Slettebjerggaard Ridecenter I/S v/Mette og Kaspar Krogh,Halsnæs Kommune,Tilbuddet selv,,,
Dagtilbuddet Bybjerggaard,"Torpmaglevejen 75
    

    3390 Hundested","Godkendt
        21-11-2023","523,51 - 523,51 kr.","Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","5 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    5 - Aktivitets- og samværstilbud, § 104","5 pladser -
                Kontakt afdelingen om ledige pladser",Jesper Reinholdt Hansen,Bybjerggaard@outlook.dk,40144041,,,,,,,,,,,Anpartsselskab,40131922,Bybjerggaard ApS,Halsnæs Kommune,Tilbuddet selv,55.974954,11.913498,Halsnæs Kommune
Habitus Dagtilbud Brøndbyskoven,"Brøndbyøstervej 174C
    

    2605 Brøndby","Godkendt
        30-11-2021","470 - 2.400,26 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Særlige klubtilbud, § 82, jf. § 84","18 - Aktivitets- og samværstilbud, § 104
                
            
                
                    4 - Særlige klubtilbud, § 82, jf. § 84","4 pladser -
                Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,20610241,,,,,,,,,,,Anpartsselskab,33254911,HabitusHusene Vestegnen ApS,Brøndby Kommune,Tilbuddet selv,55.648843,12.438832,
Midtbyen (Odense Værkstederne),"Rytterkasernen 19
    

    5000 Odense C","Godkendt
        03-03-2020",217 - 959 kr.,"Aktivitets- og samværstilbud, § 104
            
        
            
                Beskyttet beskæftigelsestilbud, § 103","135 - Aktivitets- og samværstilbud, § 104
                
            
                
                    49 - Beskyttet beskæftigelsestilbud, § 103","135 pladser -
                Kontakt afdelingen om ledige pladser",René Paaske Jørgensen,rjoe@odense.dk,23996559,,,,,,,,,,,Primærkommune,35209115,Odense Kommune,5798006612628,Tilbuddet selv,55.400888,10.395491,Odense Kommune
Møllegården (Det socialøkonomiske Botilbud Bella Noa),"Hovedgaden 95
    

    4520 Svinninge","Godkendt
        28-03-2025","715,5 - 1.025,55 kr.","Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","10 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    40 - Aktivitets- og samværstilbud, § 104","40 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 15 pladser forbeholdt beboere på botilbuddet",Janne Petersen,jpe@bella-noa.dk,55662075,,,,,,,,,,,Aktieselskab,44460769,Bella Noa A/S,Socialtilsyn Hovedstaden,Tilbuddet selv,55.721111,11.454745,Holbæk Kommune
Naturværket,"Teglværksvej 3
    

    8382 Hinnerup","Godkendt
        15-06-2023",206 - 667 kr.,"Aktivitets- og samværstilbud, § 104
            
        
            
                Beskyttet beskæftigelsestilbud, § 103","30 - Aktivitets- og samværstilbud, § 104
                
            
                
                    10 - Beskyttet beskæftigelsestilbud, § 103","10 pladser -
                Kontakt afdelingen om ledige pladser",Ove Højer,okhj@favrskov.dk,89641635,,,,,,,,,,,Primærkommune,29189714,Favrskov Kommune,5798004478417,Tilbuddet selv,56.271567,10.072817,Favrskov Kommune
Ravnshøj Dagsbeskæftigelse (ØSTAGERGÅRD),"Slettebjergvej 21
    

    4174 Jystrup Midtsj","Godkendt
        05-02-2025","498,38 - 1.102,15 kr.","Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","10 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    20 - Aktivitets- og samværstilbud, § 104","20 pladser -
                Kontakt afdelingen om ledige pladser",Hans Carsten Hansen,post@oestagergaard.dk,57528814,38.960.026 kr.,2.791.248 kr.,1.580.228 kr.,19.429.944 kr.,1.016.917 kr.,67 %,"7,16 %","62,84 %","9,55 %",9 %,Fonde og andre selvejende institutioner,10888530,ØSTAGERGÅRD,Socialtilsyn Øst,Tilbuddet selv,55.518831,11.879091,Ringsted Kommune
SAABU Natur (SAABU),"Bækvej 10
    

    6430 Nordborg","Godkendt
        19-01-2022",286 - 383 kr.,"Aktivitets- og samværstilbud, § 104
            
        
            
                Beskyttet beskæftigelsestilbud, § 103","14 - Aktivitets- og samværstilbud, § 104
                
            
                
                    15 - Beskyttet beskæftigelsestilbud, § 103","15 pladser -
            ingen ledige",Peter Sørensen,pso@sonderborg.dk,27906270,,,,,,,,,,,Primærkommune,29189773,Sønderborg Kommune,5798005157069,Tilbuddet selv,55.001523,9.856355,Sønderborg Kommune
Solgården Aktivitet og Beskæftigelse,"Solsortevej 9C
    

    2630 Taastrup","Godkendt
        17-10-2014",386 - 6.078 kr.,"Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","38 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    32 - Aktivitets- og samværstilbud, § 104","32 pladser -
                Kontakt afdelingen om ledige pladser",Anne Høyer,AnneHoe@htk.dk,27240616,,,,,,,,,,,Primærkommune,19501817,Høje-Taastrup Kommune,5798008906169,Tilbuddet selv,55.651134,12.312804,Høje-Taastrup Kommune
Ungdomsuddannelsescenter Maglemosen,"Magleparken 1
    

    2750 Ballerup","Godkendt
        09-03-2015",619 - 2.660 kr.,"Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","10 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    40 - Aktivitets- og samværstilbud, § 104","40 pladser -
                Kontakt afdelingen om ledige pladser",Christine Helmudt,chel@balk.dk,21551516,,,,,,,,,,,Primærkommune,58271713,Ballerup Kommune,5798001598712,Tilbuddet selv,55.720752,12.362657,Ballerup Kommune
Væksthuset §103 - § 104 (Vasac Odsherred),"Venusvej 1
    

    4500 Nykøbing Sj","Godkendt
        02-06-2015",412 - 489 kr.,"Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","10 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    2 - Aktivitets- og samværstilbud, § 104","2 pladser -
                Kontakt afdelingen om ledige pladser",Lars Ravn,larra@odsherred.dk,59665551,,,,,,,,,,,Primærkommune,29188459,Odsherred Kommune,5798007521950,Tilbuddet selv,55.92783,11.658922,Odsherred Kommune
Værksted Væksthuset,"Viren 6
    

    9310 Vodskov","Godkendt
        09-11-2022",297 - 830 kr.,"Beskyttet beskæftigelsestilbud, § 103
            
        
            
                Aktivitets- og samværstilbud, § 104","4 - Beskyttet beskæftigelsestilbud, § 103
                
            
                
                    24 - Aktivitets- og samværstilbud, § 104","24 pladser -
                Kontakt afdelingen om ledige pladser",Jeanette Hurley,fagc-saerl-tilbud@aalborg.dk,20699802,,,,,,,,,,,Primærkommune,29189420,Aalborg Kommune,5798003749358,Tilbuddet selv,57.113622,10.029074,Aalborg Kommune
Østagergård Dagsbeskæftigelse (ØSTAGERGÅRD),"Slettebjergvej 21
    

    4174 Jystrup Midtsj","Godkendt
        05-02-2025","498,38 - 841,54 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Beskyttet beskæftigelsestilbud, § 103","10 - Aktivitets- og samværstilbud, § 104
                
            
                
                    12 - Beskyttet beskæftigelsestilbud, § 103","10 pladser -
                Kontakt afdelingen om ledige pladser",Hans Carsten Hansen,post@oestagergaard.dk,57528814,38.960.026 kr.,2.791.248 kr.,1.580.228 kr.,19.429.944 kr.,1.016.917 kr.,67 %,"7,16 %","62,84 %","9,55 %",9 %,Fonde og andre selvejende institutioner,10888530,ØSTAGERGÅRD,Socialtilsyn Øst,Tilbuddet selv,55.518831,11.879091,Ringsted Kommune
