Navn,Adresse,Latitude,Longitude,Kontaktperson,Tilsynsstatus,Takster,Tilbudstyper,Pladser,Kapacitet
Botilbud Jens Warmings vej §107 (Botilbud ASPECT CSBB),"Jens Warmings Vej 56
  

  2300 København S",55.644832,12.599558,"Charlotte Daugaard

  27132615","Godkendt
  25-04-2025",Fra 1.463 - 1.896 kr.,"Botilbud til midlertidige ophold, § 107","12 - Botilbud til midlertidige ophold, § 107","12 pladser -
  ingen ledige"
Botilbud Linde Allé §107 (Botilbud ASPECT CSBB),"Linde Allé 33
  

  2720 Vanløse",55.6819294,12.4887807,"Charlotte Daugaard

  27132615","Godkendt
  25-04-2025",Fra 950 - 1.684 kr.,"Botilbud til midlertidige ophold, § 107","15 - Botilbud til midlertidige ophold, § 107","15 pladser -
  ingen ledige"
Botilbud Rymarksvej 3 §107 (Botilbud ASPECT CSBB),"Rymarksvej 3
  

  2900 Hellerup",55.7259411,12.5633748,"Charlotte Daugaard

  27132615","Godkendt
  25-04-2025","Fra 1.041,15 - 2.555 kr.","Botilbud til midlertidige ophold, § 107","19 - Botilbud til midlertidige ophold, § 107","19 pladser -
  ingen ledige"
Botræningstilbuddet Søndersø,"Kirke Værløsevej 48E, st.  15
  

  3500 Værløse",55.7824858,12.3513382,"Jacob Arnstrup

  72165053","Godkendt
  12-02-2025",Fra 1.588 - 1.588 kr.,"Botilbud til midlertidige ophold, § 107","16 - Botilbud til midlertidige ophold, § 107","16 pladser -
  ingen ledige"
Elmevej 10 (Fonden Landbo),"Elmevej 10
  

  9550 Mariager",56.6761427,10.0704233,"Myrna Christensen

  96520702","Godkendt
  21-03-2025","Fra 5.548,46 - 5.548,46 kr.","Botilbud til midlertidige ophold, § 107","1 - Botilbud til midlertidige ophold, § 107","1 pladser -
  ingen ledige"
Elmevej 12 (Fonden Landbo),"Elmevej 12
  

  9550 Mariager",56.6761836,10.0700002,"Myrna Christensen

  96520702","Godkendt
  21-03-2025","Fra 5.595,21 - 5.595,21 kr.","Botilbud til midlertidige ophold, § 107","1 - Botilbud til midlertidige ophold, § 107","1 pladser -
  ingen ledige"
Erantisvej (PS Contact ApS),"Teknikvej 6
  

  4532 Gislinge",55.7274458,11.546178,"Marie-Louise Sjørslev

  29275514","Godkendt
  02-04-2025","Fra 1.986,94 - 1.986,94 kr.","Botilbud til midlertidige ophold, § 107","14 - Botilbud til midlertidige ophold, § 107","14 pladser -
  ingen ledige"
Habitus Huset Tyvhøjvej (HabitusHusene Søren Kannes Vej),"Tyvhøjvej 2
  

  8500 Grenaa",56.4299034,10.8578256,"Elizabeth Bergstrøm

  20610241","Godkendt
  10-03-2025","Fra 4.927,41 - 11.015,84 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104","1 - Botilbud til længerevarende ophold, § 108
  
  
  
  1 - Aktivitets- og samværstilbud, § 104","1 pladser -
  ingen ledige"
Hava Nord,"Ålbækvej 17
  

  4174 Jystrup Midtsj",55.5126357,11.8632483,"Tomasz Zilberberg

  31548806","Godkendt
  28-02-2025","Fra 3.305,61 - 3.986,77 kr.","Botilbud til midlertidige ophold, § 107","8 - Botilbud til midlertidige ophold, § 107","8 pladser -
  Kontakt afdelingen om ledige pladser"
Huset Skovvej,"Skovvej 68
  

  2750 Ballerup",55.7464137,12.3683901,"AbderRahim Elidrissi

  41448080","Godkendt
  07-10-2024","Fra 3.982,95 - 5.016,13 kr.","Botilbud til midlertidige ophold, § 107","5 - Botilbud til midlertidige ophold, § 107","5 pladser -
  Kontakt afdelingen om ledige pladser"
Kirkebakken 31 (Landeriet),"Krøjgårdvej 17
  

  7400 Herning",56.1524923,9.0502781,"Søren Bundgaard

  20891747","Godkendt
  03-06-2024","Fra 1.095,19 - 1.095,19 kr.","Botilbud til midlertidige ophold, § 107","3 - Botilbud til midlertidige ophold, § 107","3 pladser -
  ingen ledige"
SputnikKollegiet Frederiksberg udslusning (SputnikKollegiet Frederiksberg),"Kong Georgs Vej 65
  

  2000 Frederiksberg",55.6887616,12.5310446,"Louise Gjelfort

  40594662","Godkendt
  02-10-2024","Fra 682,11 - 682,11 kr.","Botilbud til midlertidige ophold, § 107","10 - Botilbud til midlertidige ophold, § 107","10 pladser -
  Kontakt afdelingen om ledige pladser"
SputnikKollegiet Virum,"Skovridergårdsvej 23 9
  

  2830 Virum",55.7997465,12.4738413,"Thomas Munk

  61276111","Godkendt
  06-11-2024","Fra 1.466,3 - 1.466,3 kr.","Botilbud til midlertidige ophold, § 107","23 - Botilbud til midlertidige ophold, § 107","23 pladser -
  Kontakt afdelingen om ledige pladser"
Stenbjerghuset,"Bygtoften 10
  

  7430 Ikast",56.1406083,9.1462216,"Allan Jakobsen

  25110102","Godkendt
  06-01-2025","Fra 362,52 - 3.467,79 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104","4 - Botilbud til længerevarende ophold, § 108
  
  
  
  6 - Aktivitets- og samværstilbud, § 104","6 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 4 pladser forbeholdt beboere på botilbuddet"
Sundevedsgade §107 (Botilbud ASPECT CSBB),"Sundevedsgade 8
  

  1751 København V",55.6706,12.5440546,"Charlotte Daugaard

  27132615","Godkendt
  25-04-2025",Fra 1.614 - 2.719 kr.,"Botilbud til midlertidige ophold, § 107","15 - Botilbud til midlertidige ophold, § 107","15 pladser -
  ingen ledige"
Tranerne Sørupvej ApS,"Sørupvej 15
  

  4684 Holmegaard",55.2405539,11.936493,"Rolf Hauritz

  61424743","Godkendt
  20-03-2025","Fra 0 - 3.981,24 kr.","Botilbud til midlertidige ophold, § 107","6 - Botilbud til midlertidige ophold, § 107","6 pladser -
  Kontakt afdelingen om ledige pladser"
Ungetilbud Solhøjvej - Autisme (Autismetilbud Vordingborg),"Solhøjvej 1
  

  4735 Mern",55.0487934,12.0557634,"Ulrikke Larsen

  29369928","Godkendt
  01-11-2024",Fra 2.844 - 2.844 kr.,"Botilbud til midlertidige ophold, § 107","7 - Botilbud til midlertidige ophold, § 107","7 pladser -
  ingen ledige"
Villa Søborg,"Søborg Søvej 4
  

  3250 Gilleleje",56.0834227,12.3197975,"Mahmoud Chemu

  26128383","Godkendt
  20-12-2024","Fra 5.867,1 - 5.867,1 kr.","Botilbud til midlertidige ophold, § 107","4 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser"
Afdeling Lunavej (Hedensted Bofællesskab),"Vejlevej 30
  

  8722 Hedensted",55.7660607,9.6880809,"Vibeke Midtgaard

  24966027","Godkendt
  11-11-2024",Fra 268 - 1.239 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 pladser -
  Kontakt afdelingen om ledige pladser"
Altiden Gl. Jernbanevej (Altiden Vivamus Voksen),"Gammel Jernbanevej 20
  

  2500 Valby",55.6652285,12.519462,"Bettina Råschou

  31190955","Godkendt
  07-01-2025","Fra 3.265,54 - 3.265,54 kr.","Botilbud til midlertidige ophold, § 107","6 - Botilbud til midlertidige ophold, § 107","6 pladser -
  Kontakt afdelingen om ledige pladser"
Altiden Tølløsevej 21 (Altiden Vivamus Voksen),"Tølløsevej 21
  

  2700 Brønshøj",55.704954,12.4891216,"Bettina Råschou

  31190955","Godkendt
  07-01-2025","Fra 3.428,68 - 3.428,68 kr.","Botilbud til midlertidige ophold, § 107","5 - Botilbud til midlertidige ophold, § 107","5 pladser -
  Kontakt afdelingen om ledige pladser"
Annekset (Kjærsholm Botilbud),"Fregerslevvej 20
  

  8362 Hørning",56.0797022,10.0355396,"Bo Jørgensen

  87947942","Godkendt
  14-08-2024",Fra 2.378 - 2.745 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","6 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","6 pladser -
  Kontakt afdelingen om ledige pladser"
Bogruppe 1-6 (Udviklingscentret Spurvetoften),"Buen 22
  

  7080 Børkop",55.6662807,9.6791386,"Mette Cecilie Poulsen

  20306496","Godkendt
  31-03-2025",Fra 3.642 - 11.697 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","36 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  1 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","36 pladser -
  Kontakt afdelingen om ledige pladser"
Botilbud Bosager hus 1 (Botilbud Bosager),"Bosager 4
  

  6400 Sønderborg",54.922437,9.7803349,"Steen Boris Hansen

  27900125","Godkendt
  08-01-2025",Fra 2.553 - 2.553 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","10 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","10 pladser -
  Kontakt afdelingen om ledige pladser"
"Botilbuddet Sirius, afdeling Moltkesvej 2-4 (Botilbuddet Sirius, afdeling Hagesholm)","Moltkesvej 4A
  

  4291 Ruds Vedby",55.5370366,11.4202914,"Dina Foskjær

  +4549405612","Godkendt
  19-02-2025","Fra 627,04 - 9.282,42 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","8 - Aktivitets- og samværstilbud, § 104
  
  
  
  5 - Botilbud til længerevarende ophold, § 108
  
  
  
  1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","1 pladser -
  Kontakt afdelingen om ledige pladser"
Botilbuddet Teglhuset,"Erik Gudmands Vej 16C 1
  

  3140 Ålsgårde",56.0737802,12.5428374,"Camilla Kolind Glæsel

  41868192","Godkendt
  11-02-2025",Fra 1.422 - 1.422 kr.,"Botilbud til midlertidige ophold, § 107","14 - Botilbud til midlertidige ophold, § 107","14 pladser -
  Kontakt afdelingen om ledige pladser"
Den selvejende institution TAO-kollegiet.,"Hovedgaden 3
  

  4330 Hvalsø",55.594598500000004,11.862741100000001,"Henriette Hedegaard

  22868932","Godkendt
  19-03-2025","Fra 1.904,18 - 1.904,18 kr.","Botilbud til midlertidige ophold, § 107","4 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser"
Kirkebakken 35 (Landeriet),"Krøjgårdvej 17
  

  7400 Herning",56.1524923,9.0502781,"Søren Bundgaard

  20891747","Godkendt
  03-06-2024","Fra 1.095,19 - 1.095,19 kr.","Botilbud til midlertidige ophold, § 107","2 - Botilbud til midlertidige ophold, § 107","2 pladser -
  Kontakt afdelingen om ledige pladser"
Lyngdal,"Tyringevej 5
  

  3460 Birkerød",55.8490526,12.4562942,"Line Andersen

  +4521518567","Godkendt
  09-12-2024",Fra 9.475 - 24.216 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104","24 - Botilbud til længerevarende ophold, § 108
  
  
  
  18 - Aktivitets- og samværstilbud, § 104","24 pladser -
  ingen ledige"
Måneglimt,"Juellundvej 12
  

  4100 Ringsted",55.4140205,12.0391479,"Hanin Chams

  31669861","Godkendt
  11-11-2024","Fra 4.459 - 5.336,68 kr.","Botilbud til midlertidige ophold, § 107","6 - Botilbud til midlertidige ophold, § 107","6 pladser -
  Kontakt afdelingen om ledige pladser"
Pernillebo,"Pernillesvej 1
  

  4293 Dianalund",55.5247681,11.4897877,"Lene Anita Hovmand

  40109330","Godkendt
  20-03-2025","Fra 2.044,42 - 2.044,42 kr.","Botilbud til midlertidige ophold, § 107","5 - Botilbud til midlertidige ophold, § 107","5 pladser -
  Kontakt afdelingen om ledige pladser"
Socialpædagogisk Center - Vest,"Tycho Brahes Vej 4
  

  4690 Haslev",55.317998,11.969656,"Kathe Jeanette Rothausen

  30597257","Godkendt
  16-12-2024",Fra 423 - 423 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","3 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","3 pladser -
  Kontakt afdelingen om ledige pladser"
Støttecenter Storkehavevej (Boområde Øst),"Storkehavevej 4
  

  5884 Gudme",55.151928,10.70828,"Lone Lund

  40631397","Godkendt
  06-03-2025",Fra 452 - 6.960 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","0 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","0 pladser -
  Kontakt afdelingen om ledige pladser"
Støttekontaktgruppens Botilbud Karlebo Hus 1 (Støttekontaktgruppens Botilbud afd. 3),"Avderødvej 42
  

  2980 Kokkedal",55.9172212,12.4220215,"Henriette Salmon

  25502424","Godkendt
  13-12-2024","Fra 2.046,33 - 4.210,96 kr.","Botilbud til midlertidige ophold, § 107","9 - Botilbud til midlertidige ophold, § 107","9 pladser -
  Kontakt afdelingen om ledige pladser"
Sydbo,"Stationsvej 74A
  

  5771 Stenstrup",55.132621,10.5123896,"Lisbeth Windeler

  +4520343215","Godkendt
  10-01-2025",Fra 594 - 8.128 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","24 - Botilbud til længerevarende ophold, § 108
  
  
  
  20 - Aktivitets- og samværstilbud, § 104
  
  
  
  0 - Botilbud til midlertidige ophold, § 107
  
  
  
  0 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","20 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 20 pladser forbeholdt beboere på botilbuddet"
Ungetilbud Skovhusevej - Autisme (Autismetilbud Vordingborg),"Skovhusevej 5
  

  4773 Stensved",54.996764,12.0304176,"Karsten Johansen

  29280542","Godkendt
  01-11-2024",Fra 3.694 - 4.487 kr.,"Botilbud til midlertidige ophold, § 107","7 - Botilbud til midlertidige ophold, § 107","7 pladser -
  ingen ledige"
§107: Team Finlandsvej (Fonden Det Private Botilbud),"Østergade 3, 1. 
  

  4270 Høng",55.5087961,11.2901411,"Søren Olsen

  30521720","Godkendt
  04-03-2025","Fra 2.561,49 - 3.229,29 kr.","Botilbud til midlertidige ophold, § 107","4 - Botilbud til midlertidige ophold, § 107","4 pladser -
  ingen ledige"
Akut- og kileaflastning (Aktivitetstilbuddet Kileparken),"Kileparken 21
  

  8381 Tilst",56.1865573,10.1150416,"Jakob Ballebye

  41890806","Godkendt
  05-02-2024",Fra 2.774 - 2.774 kr.,"Botilbud til midlertidige ophold, § 107","5 - Botilbud til midlertidige ophold, § 107","5 pladser -
  ingen ledige"
Ane Staunings Vej 10 (Ane Staunings Vej),"Ane Staunings Vej 6
  

  8700 Horsens",55.8696343,9.8470914,"Søren Frifelt

  40163174","Godkendt
  15-04-2024",Fra 1.037 - 6.423 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","16 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","16 pladser -
  ingen ledige"
Boligerne på Jagtvej,"Jagtvej 13
  

  8450 Hammel",56.2472129,9.8726956,"Kathrine Thøgersen

  31603320","Godkendt
  25-09-2024",Fra 722 - 1.107 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","18 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","18 pladser -
  ingen ledige"
Bostedet Mejerihaven,"Mejerihaven 7
  

  6200 Aabenraa",54.978448,9.4989279,"Allan Knudsgaard

  29611384","Godkendt
  20-11-2024",Fra 6.958 - 6.958 kr.,"Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","1 pladser -
  ingen ledige"
Botræningen Bilstrupvej 27 E (AutismeCenter Skive),"Bilstrupvej 27E
  

  7800 Skive",56.5497594,9.0191766,"Susanne Højvang

  99157204","Godkendt
  24-10-2024",Fra 870 - 1.103 kr.,"Botilbud til midlertidige ophold, § 107","4 - Botilbud til midlertidige ophold, § 107","4 pladser -
  ingen ledige"
Botræningen Lillebo,"Frederik Andersensvej 9
  

  4400 Kalundborg",55.6851141,11.0968271,"Louise Nielsen

  24594977","Godkendt
  09-08-2024",Fra 1.837 - 1.837 kr.,"Botilbud til midlertidige ophold, § 107","10 - Botilbud til midlertidige ophold, § 107","10 pladser -
  Kontakt afdelingen om ledige pladser"
Callisensvej (Center for Klub og Bofællesskaber - CKB Syd),"Callisensvej 32
  

  2900 Hellerup",55.7305917,12.5708924,"Johannes Voer Rasmussen

  29353599","Godkendt
  10-06-2024","Fra 1.764,31 - 1.764,31 kr.","Botilbud til midlertidige ophold, § 107","5 - Botilbud til midlertidige ophold, § 107","5 pladser -
  ingen ledige"
Enhed for handicap - Botilbuddet Anholtvej (Enhed for handicap - Kollegiet Anholtvej),"Anholtvej 3
  

  4200 Slagelse",55.3934105,11.3542367,"Kamilla Pedersen

  24599228","Godkendt
  09-12-2024",Fra 368 - 486 kr.,"Botilbud til midlertidige ophold, § 107","8 - Botilbud til midlertidige ophold, § 107","8 pladser -
  Kontakt afdelingen om ledige pladser"
Enhed for handicap - Enkelt indsatser- RV 61 (Enhed for handicap - Enkelt indsatser),"Rosenkildevej 61
  

  4200 Slagelse",55.4204184,11.3635109,"Ann-Kristina Russell

  40317384","Godkendt
  08-04-2025",Fra 368 - 13.000 kr.,"Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Botilbud til længerevarende ophold, § 108","2 pladser -
  ingen ledige"
Enhed for handicap - Enkelt indsatser- RV 77 (Enhed for handicap - Enkelt indsatser),"Rosenkildevej 61
  

  4200 Slagelse",55.4204184,11.3635109,"Ann-Kristina Russell

  40317384","Godkendt
  08-04-2025",Fra 368 - 13.000 kr.,"Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  3 - Botilbud til længerevarende ophold, § 108","3 pladser -
  ingen ledige"
FP Plejeservice (Midlertidigt botilbud) (MP-Husene Aps),"Lindevej 8A
  

  4140 Borup",55.4954896,11.974264699999999,"Frank Kim Poulsen

  40117477","Godkendt
  18-03-2025","Fra 14.239,4 - 28.479,76 kr.","Botilbud til midlertidige ophold, § 107","1 - Botilbud til midlertidige ophold, § 107","1 pladser -
  ingen ledige"
"Fonden Værket, Segalt (Fonden Værket)","Segaltvej 451
  

  8541 Skødstrup",56.2865764,10.3117682,"Anders Bech Nielsen

  28666395","Godkendt
  12-11-2024","Fra 13.471,06 - 13.471,06 kr.","Botilbud til midlertidige ophold, § 107","1 - Botilbud til midlertidige ophold, § 107","1 pladser -
  ingen ledige"
Fredskovvej,"Fredskovvej 3
  

  4293 Dianalund",55.5301462,11.5100308,"Bo Pihl

  23837955","Godkendt
  24-02-2025",Fra 2.483 - 5.076 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104","12 - Botilbud til længerevarende ophold, § 108
  
  
  
  12 - Aktivitets- og samværstilbud, § 104","12 pladser -
  Kontakt afdelingen om ledige pladser"
Kellersvej 5,"Kellersvej 5A
  

  2860 Søborg",55.7553332,12.4977768,"Lea Isaksen

  39573336","Godkendt
  19-11-2024",Fra 1.639 - 2.864 kr.,"Botilbud til midlertidige ophold, § 107","11 - Botilbud til midlertidige ophold, § 107","11 pladser -
  Kontakt afdelingen om ledige pladser"
Kildegade (Specialområde Autisme Gødvad),"Kildegade 23
  

  8700 Horsens",55.8639373,9.8518715,"Sanne Frølund

  24753799","Godkendt
  03-01-2025",Fra 1.937 - 1.937 kr.,"Botilbud til midlertidige ophold, § 107","14 - Botilbud til midlertidige ophold, § 107","14 pladser -
  Kontakt afdelingen om ledige pladser"
Kirkebakken 29 (Landeriet),"Krøjgårdvej 17
  

  7400 Herning",56.1524923,9.0502781,"Søren Bundgaard

  20891747","Godkendt
  03-06-2024","Fra 1.095,19 - 1.095,19 kr.","Botilbud til midlertidige ophold, § 107","3 - Botilbud til midlertidige ophold, § 107","3 pladser -
  ingen ledige"
Nordfyns Ungdomscenter - til unge med særlige behov,"Klintevej 48A
  

  5400 Bogense",55.59121,10.258716100000001,"Jeanette Kaysen

  23327521","Godkendt
  19-11-2024","Fra 653,49 - 2.683,6 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","0 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  0 - Botilbud til midlertidige ophold, § 107
  
  
  
  12 - Aktivitets- og samværstilbud, § 104
  
  
  
  0 - Botilbud til længerevarende ophold, § 108
  
  
  
  18 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","18 pladser -
  ingen ledige"
SputnikKollegiet Frederiksberg,"Kong Georgs Vej 65
  

  2000 Frederiksberg",55.6887616,12.5310446,"Louise Gjelfort

  40594662","Godkendt
  02-10-2024","Fra 682,11 - 1.277,41 kr.","Botilbud til midlertidige ophold, § 107","45 - Botilbud til midlertidige ophold, § 107","45 pladser -
  Kontakt afdelingen om ledige pladser"
