Navn,Adresse,Latitude,Longitude,Status,Takster,Type,Pladser,Kapacitet,Kontaktperson,Email,Telefon
Nordstjernen,"Park Alle 16
  

  7600 Struer",56.4852262,8.5728536,"Godkendt
  16-09-2024","20,09 - 5.370 kr.","Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107","28 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  3 - Aktivitets- og samværstilbud, § 104
  
  
  
  3 - Botilbud til midlertidige ophold, § 107","3 pladser -
  Kontakt afdelingen om ledige pladser",Anja Lyngklip,anjagl@struer.dk,20932674
Stribehus,"Skolevang 2
  

  4060 Kirke Såby",55.6504383,11.8212246,"Godkendt
  03-02-2025","2.229,5 - 6.688,49 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107","5 - Botilbud til længerevarende ophold, § 108
  
  
  
  5 - Aktivitets- og samværstilbud, § 104
  
  
  
  0 - Botilbud til midlertidige ophold, § 107","5 pladser -
  ingen ledige",Malene Andersen,kontakt@stribehus.dk,23438374
Autismetilbuddet Haslev - Dybgården (Autismetilbuddet Haslev),"Teestrup Nedenvej 7
  

  4690 Haslev",55.3385738,11.9163519,"Godkendt
  08-04-2024","2.432,7 - 8.290,26 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","7 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Botilbud til længerevarende ophold, § 108
  
  
  
  3 - Botilbud til midlertidige ophold, § 107","7 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 7 pladser forbeholdt beboere på botilbuddet",Ruben Steffensen,ruben@autismetilbuddet.dk,51843760
Autismetilbuddet Tureby,"Turebyvej 1
  

  4682 Tureby",55.3751948,12.0808977,"Godkendt
  18-09-2024","3.026,77 - 9.030,26 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","5 - Aktivitets- og samværstilbud, § 104
  
  
  
  1 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","1 pladser -
  Kontakt afdelingen om ledige pladser",Ruben Steffensen,Ruben@autismetilbuddet.dk,51843760
Bostedet Brændtvad,"Brændtvadvej 12
  

  8586 Ørum Djurs",56.4440789,10.6836735,"Godkendt
  11-10-2024","1.925,17 - 5.775,52 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  3 - Botilbud til længerevarende ophold, § 108
  
  
  
  5 - Aktivitets- og samværstilbud, § 104","2 pladser -
  Kontakt afdelingen om ledige pladser",Lars Freitag,lars@autisme-huset.dk,4523231073
Botilbuddet Hedehuset Fuglsang (Botilbuddene Hedehuset),"Fælledvej 13
  

  9550 Mariager",56.640757,9.9864132,"Godkendt
  07-03-2025","845,24 - 3.028 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","5 - Botilbud til midlertidige ophold, § 107
  
  
  
  5 - Botilbud til længerevarende ophold, § 108
  
  
  
  5 - Aktivitets- og samværstilbud, § 104
  
  
  
  1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","5 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 5 pladser forbeholdt beboere på botilbuddet",Brian Madsen,bmm@hedehuset.dk,96682725
Botilbuddet Katholt - Marianelund Fredensborg (Botilbuddet Katholt - Marianelund),"Kongevejen 47
  

  3480 Fredensborg",55.9480974,12.4230917,"Godkendt
  25-03-2025","2.822,51 - 12.593,77 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  8 - Aktivitets- og samværstilbud, § 104
  
  
  
  7 - Botilbud til længerevarende ophold, § 108","1 pladser -
  ingen ledige",Signe Flindt Clausen,signef@behandlingsskolerne.dk,28910883
Botilbuddet Katholt - Marianelund Kvistgård (Botilbuddet Katholt - Marianelund),"Marianelundsvej 11, 1.  1
  

  3490 Kvistgård",56.0132357,12.493838,"Godkendt
  25-03-2025","2.822,51 - 12.593,77 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  11 - Aktivitets- og samværstilbud, § 104
  
  
  
  7 - Botilbud til længerevarende ophold, § 108","1 pladser -
  ingen ledige",Signe Flindt Clausen,signef@behandlingsskolerne.dk,28910883
Farupvej 8E (Udviklingscenter Vest - Farupvej 8C),"Farupvej 8E
  

  6760 Ribe",55.3432659,8.7634498,"Godkendt
  30-04-2025",154 - 2.520 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  18 - Botilbud til længerevarende ophold, § 108
  
  
  
  13 - Aktivitets- og samværstilbud, § 104","1 pladser -
  ingen ledige",Morten Jensen,ucv@esbjerg.dk,76169500
Fonden Vejby Bo og Beskæftigelse,"Grøndyssevænget 1
  

  3210 Vejby",56.0669612,12.1435508,"Godkendt
  16-12-2024","746,98 - 2.231,41 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","8 - Aktivitets- og samværstilbud, § 104
  
  
  
  15 - Botilbud til midlertidige ophold, § 107
  
  
  
  3 - Botilbud til længerevarende ophold, § 108
  
  
  
  8 - Beskyttet beskæftigelsestilbud, § 103","15 pladser -
  Kontakt afdelingen om ledige pladser",Ulla Maj Møller-Christensen,forstander@vejby-bb.dk,22471093
"Fredensgade (Center for Socialpsykiatri, ADHD og Autisme)","Fredensgade 30
  

  6900 Skjern",55.9450278,8.5018159,"Godkendt
  16-01-2025",198 - 2.131 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  Botilbud til midlertidige ophold, § 107","5 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  5 - Aktivitets- og samværstilbud, § 104
  
  
  
  12 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  4 - Botilbud til midlertidige ophold, § 107","4 pladser -
  ingen ledige",Tina Ebdrup Lundorff Skole,tina.ebdrup@rksk.dk,20614690
Huset Mølgaard,Adressen er hemmelig,,,"Godkendt
  31-01-2024","4.755,69 - 9.071,59 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  10 - Botilbud til længerevarende ophold, § 108
  
  
  
  10 - Aktivitets- og samværstilbud, § 104
  
  
  
  2 - Beskyttet beskæftigelsestilbud, § 103","2 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 2 pladser forbeholdt beboere på botilbuddet",Pia Madsen,pia@husetmolgaard.dk,25716787
Katrinehaven,"Katrinehaven 1, st.  62
  

  8800 Viborg",56.4710166,9.3849808,"Godkendt
  18-04-2024",452 - 8.347 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  Aktivitets- og samværstilbud, § 104","0 - Botilbud til længerevarende ophold, § 108
  
  
  
  0 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  0 - Aktivitets- og samværstilbud, § 104","0 pladser -
  ingen ledige",Lilli Ane Urup,liu@viborg.dk,87877325
Præstehøj ApS,"Præstemarksvej 1
  

  4060 Kirke Såby",55.636664,11.85949,"Godkendt
  31-10-2024","708,44 - 2.971,45 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Botilbud til længerevarende ophold, § 108","5 - Botilbud til midlertidige ophold, § 107
  
  
  
  6 - Aktivitets- og samværstilbud, § 104
  
  
  
  6 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  5 - Botilbud til længerevarende ophold, § 108","5 pladser -
  Kontakt afdelingen om ledige pladser",Kenny Jensen,kenny@prsth.dk,54550635
Roligheden Syd - Marsvænget (Roligheden Syd),"Marsvænget 28
  

  7000 Fredericia",55.564604,9.7164546,"Godkendt
  19-02-2025","0 - 15.836,4 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud målrettet unge mellem 18 og 35 år, §108a, jf. §108
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Botilbud målrettet unge mellem 18 og 35 år, §108a, jf. §108
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser",Kennet Kjestrup,info@rolighedensyd.dk,4526240246
SKOVBAKKEN (BIRKEBAKKEN),"Skovvej 39
  

  8620 Kjellerup",56.290733,9.334026,"Godkendt
  01-07-2024","5.570,41 - 6.953,71 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","3 - Botilbud til midlertidige ophold, § 107
  
  
  
  6 - Aktivitets- og samværstilbud, § 104
  
  
  
  3 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","3 pladser -
  Kontakt afdelingen om ledige pladser",Allan Borresen,forstander@birkebakken.dk,53716026
Skovhuset (Botilbuddet Alderslyst),"Nylandsvej 18
  

  8600 Silkeborg",56.1792124,9.5394384,"Godkendt
  13-07-2024",310 - 2.704 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107","10 - Botilbud til længerevarende ophold, § 108
  
  
  
  5 - Aktivitets- og samværstilbud, § 104
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","5 pladser -
  ingen ledige",lene havn,lene.havn@silkeborg.dk,21561630
Sommerfuglen/Gården (Sommerfuglen),"Svendborgvej 481
  

  5792 Årslev",55.3030826,10.4517658,"Godkendt
  24-05-2024","129,74 - 1.885,1 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104","3 - Botilbud til længerevarende ophold, § 108
  
  
  
  5 - Botilbud til midlertidige ophold, § 107
  
  
  
  7 - Aktivitets- og samværstilbud, § 104","3 pladser -
  Kontakt afdelingen om ledige pladser",Paul Misfeldt,paul.sommerfuglen@proton.me,23903012
Sommerfuglen/Stationsvej (Sommerfuglen),"Stationsvej 104G
  

  5792 Årslev",55.3070762,10.4834449,"Godkendt
  24-05-2024","173,63 - 1.830,73 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","2 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","2 pladser -
  ingen ledige",Paul Misfeldt,paul.sommerfuglen@proton.me,23903012
"St. th., 1. etage, 6. etage og 7. etage (Betty)","Betty Nansens Alle 51
  

  2000 Frederiksberg",55.67011,12.5008576,"Godkendt
  22-05-2024","383,62 - 1.609.061 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  Særlige klubtilbud, § 82, jf. § 84","8 - Aktivitets- og samværstilbud, § 104
  
  
  
  0 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  32 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  1 - Særlige klubtilbud, § 82, jf. § 84","32 pladser -
  ingen ledige",Sanne Mylenberg,samy02@frederiksberg.dk,28989595
SØNDBJERGGÅRD,"Aggerholmsvej 19
  

  7790 Thyholm",56.6213903,8.570503,"Godkendt
  26-06-2024","719,32 - 1.400,47 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","15 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Aktivitets- og samværstilbud, § 104
  
  
  
  2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Beskyttet beskæftigelsestilbud, § 103","15 pladser -
  Kontakt afdelingen om ledige pladser",Mads Holm,stu@soendbjerggaard.dk,97875011
Teestrup (Spira Autismecenter ApS),"Teestrup Bygade 7A
  

  4690 Haslev",55.3274758,11.8814065,"Godkendt
  15-10-2024","1.488,24 - 9.540 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","5 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  5 - Botilbud til midlertidige ophold, § 107
  
  
  
  12 - Aktivitets- og samværstilbud, § 104
  
  
  
  6 - Botilbud til længerevarende ophold, § 108","5 pladser -
  Kontakt afdelingen om ledige pladser",Ib Nystrand,ibn@spiraac.dk,51536533
Blå Kors Hjemmet Skannerup,"Søndergade 72
  

  8883 Gjern",56.2115256,9.7439029,"Godkendt
  09-12-2024","753,66 - 2.677,88 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Forsorgshjem/herberg, § 110
  
  
  
  Aktivitets- og samværstilbud, § 104","15 - Botilbud til midlertidige ophold, § 107
  
  
  
  10 - Botilbud til længerevarende ophold, § 108
  
  
  
  15 - Forsorgshjem/herberg, § 110
  
  
  
  5 - Aktivitets- og samværstilbud, § 104","15 pladser -
  Kontakt afdelingen om ledige pladser",Anette Skals,ask@blaakors.dk,29689650
"Botilbuddet Sirius, afdeling Assensvej (Botilbuddet Sirius, afdeling Eskebjerg)","Assensvej 140
  

  5771 Stenstrup",55.1235015,10.5104993,"Godkendt
  11-04-2025","627,04 - 7.338,46 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104","0 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til længerevarende ophold, § 108
  
  
  
  1 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Aktivitets- og samværstilbud, § 104","1 pladser -
  Kontakt afdelingen om ledige pladser",Dina Foskjær,dina@densocialfaglige.dk,4549405612
"Botilbuddet Sirius, afdeling Eskebjerg","Eskebjergvej 7
  

  5762 Vester Skerninge",55.1065905,10.4137076,"Godkendt
  11-04-2025","627,04 - 8.305,32 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Aktivitets- og samværstilbud, § 104","4 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbud til længerevarende ophold, § 108
  
  
  
  1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  9 - Aktivitets- og samværstilbud, § 104","9 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 9 pladser forbeholdt beboere på botilbuddet",Dina Foskjær,dina@densocialfaglige.dk,4549405612
"Botilbuddet Sirius, afdeling Hagesholm","Hagesholmvej 17
  

  4520 Svinninge",55.7671434,11.5560095,"Godkendt
  19-02-2025","627,04 - 9.283,13 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104","2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Botilbud til længerevarende ophold, § 108
  
  
  
  6 - Aktivitets- og samværstilbud, § 104","2 pladser -
  Kontakt afdelingen om ledige pladser",Dina Foskjær,dina@densocialfaglige.dk,4549405612
"Botilbuddet Sirius, afdeling Moltkesvej 2-4 (Botilbuddet Sirius, afdeling Hagesholm)","Moltkesvej 4A
  

  4291 Ruds Vedby",55.5370366,11.4202914,"Godkendt
  19-02-2025","627,04 - 9.282,42 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  8 - Aktivitets- og samværstilbud, § 104
  
  
  
  5 - Botilbud til længerevarende ophold, § 108
  
  
  
  1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 pladser -
  Kontakt afdelingen om ledige pladser",Dina Foskjær,dina@densocialfaglige.dk,4549405612
"Botilbuddet Sirius, afdeling Møllebakke (Botilbuddet Sirius, afdeling Eskebjerg)","Møllebakkevej 6
  

  5750 Ringe",55.2809397,10.4645454,"Godkendt
  11-04-2025","627,04 - 8.305,32 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  6 - Aktivitets- og samværstilbud, § 104
  
  
  
  3 - Botilbud til længerevarende ophold, § 108","2 pladser -
  ingen ledige",Dina Foskjær,dina@densocialfaglige.dk,4549405612
FONDEN ØRNEHØJ,"Ørnehøjgårdsvej 11
  

  4760 Vordingborg",54.973629,11.9944834,"Godkendt
  07-03-2025","462,06 - 3.424,46 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til længerevarende ophold, § 108","10 - Aktivitets- og samværstilbud, § 104
  
  
  
  25 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  29 - Botilbud til midlertidige ophold, § 107
  
  
  
  5 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  7 - Botilbud til længerevarende ophold, § 108","7 pladser -
  ingen ledige",Kim Wermus,info@ornehoj.dk,55312500
Nordfyns Ungdomscenter - til unge med særlige behov,"Klintevej 48A
  

  5400 Bogense",55.59121,10.2587161,"Godkendt
  19-11-2024","653,49 - 2.683,6 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","0 - Botilbud til længerevarende ophold, § 108
  
  
  
  12 - Aktivitets- og samværstilbud, § 104
  
  
  
  0 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  18 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  0 - Botilbud til midlertidige ophold, § 107","0 pladser -
  Kontakt afdelingen om ledige pladser",Jeanette Kaysen,jk@nordfynsungdomscenter.dk,23327521
Sydbo,"Stationsvej 74A
  

  5771 Stenstrup",55.132621,10.5123896,"Godkendt
  10-01-2025",594 - 8.128 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107","24 - Botilbud til længerevarende ophold, § 108
  
  
  
  0 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  20 - Aktivitets- og samværstilbud, § 104
  
  
  
  0 - Botilbud til midlertidige ophold, § 107","0 pladser -
  ingen ledige",Lisbeth Windeler,lisbeth.juul.windeler@svendborg.dk,4520343215
Trabjerggaard Bo- og Beskæftigelsestilbud,"Vesterbyvej 12
  

  7160 Tørring",55.8863145,9.4973613,"Godkendt
  13-08-2024","502,76 - 7.621,54 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbudslignende tilbud, Lejebolig, Lejeloven
  
  
  
  Aktivitets- og samværstilbud, § 104","20 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  2 - Botilbud til midlertidige ophold, § 107
  
  
  
  21 - Botilbud til længerevarende ophold, § 108
  
  
  
  1 - Botilbudslignende tilbud, Lejebolig, Lejeloven
  
  
  
  20 - Aktivitets- og samværstilbud, § 104","20 pladser -
  Kontakt afdelingen om ledige pladser",Charlotte Mortensen,kontor@trabjerggaard.dk,75676214
